Start date,End date,Subject,Start Time,End Time,Location,Description
03/28/2019,03/28/2019,LC Data Structure & Algorithms(30175)/Lecture,14:00,15:00,Gisbert Kapp LT2 (E202),With: Dr John Bullinaria. Activity: LC Data Structure & Algorithms(30175)/Lecture. Type: Lecture/C. Department: Computer Science
01/17/2019,01/17/2019,LC Logic & Computation(30180)/Lecture,15:00,16:00,Gisbert Kapp LT2 (E202),Activity: LC Logic & Computation(30180)/Lecture. Type: Lecture/C. Department: Computer Science
01/24/2019,01/24/2019,LC Logic & Computation(30180)/Lecture,15:00,16:00,Gisbert Kapp LT2 (E202),Activity: LC Logic & Computation(30180)/Lecture. Type: Lecture/C. Department: Computer Science
01/31/2019,01/31/2019,LC Logic & Computation(30180)/Lecture,15:00,16:00,Gisbert Kapp LT2 (E202),Activity: LC Logic & Computation(30180)/Lecture. Type: Lecture/C. Department: Computer Science
02/7/2019,02/7/2019,LC Logic & Computation(30180)/Lecture,15:00,16:00,Gisbert Kapp LT2 (E202),Activity: LC Logic & Computation(30180)/Lecture. Type: Lecture/C. Department: Computer Science
02/14/2019,02/14/2019,LC Logic & Computation(30180)/Lecture,15:00,16:00,Gisbert Kapp LT2 (E202),Activity: LC Logic & Computation(30180)/Lecture. Type: Lecture/C. Department: Computer Science
02/21/2019,02/21/2019,LC Logic & Computation(30180)/Lecture,15:00,16:00,Gisbert Kapp LT2 (E202),Activity: LC Logic & Computation(30180)/Lecture. Type: Lecture/C. Department: Computer Science
02/28/2019,02/28/2019,LC Logic & Computation(30180)/Lecture,15:00,16:00,Gisbert Kapp LT2 (E202),Activity: LC Logic & Computation(30180)/Lecture. Type: Lecture/C. Department: Computer Science
03/7/2019,03/7/2019,LC Logic & Computation(30180)/Lecture,15:00,16:00,Gisbert Kapp LT2 (E202),Activity: LC Logic & Computation(30180)/Lecture. Type: Lecture/C. Department: Computer Science
03/14/2019,03/14/2019,LC Logic & Computation(30180)/Lecture,15:00,16:00,Gisbert Kapp LT2 (E202),Activity: LC Logic & Computation(30180)/Lecture. Type: Lecture/C. Department: Computer Science
03/21/2019,03/21/2019,LC Logic & Computation(30180)/Lecture,15:00,16:00,Gisbert Kapp LT2 (E202),Activity: LC Logic & Computation(30180)/Lecture. Type: Lecture/C. Department: Computer Science
03/28/2019,03/28/2019,LC Logic & Computation(30180)/Lecture,15:00,16:00,Gisbert Kapp LT2 (E202),Activity: LC Logic & Computation(30180)/Lecture. Type: Lecture/C. Department: Computer Science
01/17/2019,01/17/2019,LC Artificial Intelligence(30173)/Lecture,16:00,17:00,Gisbert Kapp LT2 (E202),Activity: LC Artificial Intelligence(30173)/Lecture. Type: Lecture/C. Department: Computer Science
01/24/2019,01/24/2019,LC Artificial Intelligence(30173)/Lecture,16:00,17:00,Gisbert Kapp LT2 (E202),Activity: LC Artificial Intelligence(30173)/Lecture. Type: Lecture/C. Department: Computer Science
01/31/2019,01/31/2019,LC Artificial Intelligence(30173)/Lecture,16:00,17:00,Gisbert Kapp LT2 (E202),Activity: LC Artificial Intelligence(30173)/Lecture. Type: Lecture/C. Department: Computer Science
02/7/2019,02/7/2019,LC Artificial Intelligence(30173)/Lecture,16:00,17:00,Gisbert Kapp LT2 (E202),Activity: LC Artificial Intelligence(30173)/Lecture. Type: Lecture/C. Department: Computer Science
02/14/2019,02/14/2019,LC Artificial Intelligence(30173)/Lecture,16:00,17:00,Gisbert Kapp LT2 (E202),Activity: LC Artificial Intelligence(30173)/Lecture. Type: Lecture/C. Department: Computer Science
02/21/2019,02/21/2019,LC Artificial Intelligence(30173)/Lecture,16:00,17:00,Gisbert Kapp LT2 (E202),Activity: LC Artificial Intelligence(30173)/Lecture. Type: Lecture/C. Department: Computer Science
02/28/2019,02/28/2019,LC Artificial Intelligence(30173)/Lecture,16:00,17:00,Gisbert Kapp LT2 (E202),Activity: LC Artificial Intelligence(30173)/Lecture. Type: Lecture/C. Department: Computer Science
03/7/2019,03/7/2019,LC Artificial Intelligence(30173)/Lecture,16:00,17:00,Gisbert Kapp LT2 (E202),Activity: LC Artificial Intelligence(30173)/Lecture. Type: Lecture/C. Department: Computer Science
03/14/2019,03/14/2019,LC Artificial Intelligence(30173)/Lecture,16:00,17:00,Gisbert Kapp LT2 (E202),Activity: LC Artificial Intelligence(30173)/Lecture. Type: Lecture/C. Department: Computer Science
03/21/2019,03/21/2019,LC Artificial Intelligence(30173)/Lecture,16:00,17:00,Gisbert Kapp LT2 (E202),Activity: LC Artificial Intelligence(30173)/Lecture. Type: Lecture/C. Department: Computer Science
03/28/2019,03/28/2019,LC Artificial Intelligence(30173)/Lecture,16:00,17:00,Gisbert Kapp LT2 (E202),Activity: LC Artificial Intelligence(30173)/Lecture. Type: Lecture/C. Department: Computer Science</tr></tbody><tr>
10/12/2018,10/12/2018,LC Business Organisation & Management (14507)/Lecture,9:00,10:00,University House 108,With: Dr Margarita Nyfoudi. Activity: LC Business Organisation & Management (14507)/Lecture. Type: Lecture/B. Department: Birmingham Business School
10/19/2018,10/19/2018,LC Business Organisation & Management (14507)/Lecture,9:00,10:00,University House 108,With: Dr Margarita Nyfoudi. Activity: LC Business Organisation & Management (14507)/Lecture. Type: Lecture/B. Department: Birmingham Business School
10/26/2018,10/26/2018,LC Business Organisation & Management (14507)/Lecture,9:00,10:00,University House 108,With: Dr Margarita Nyfoudi. Activity: LC Business Organisation & Management (14507)/Lecture. Type: Lecture/B. Department: Birmingham Business School
11/2/2018,11/2/2018,LC Business Organisation & Management (14507)/Lecture,9:00,10:00,University House 108,With: Dr Margarita Nyfoudi. Activity: LC Business Organisation & Management (14507)/Lecture. Type: Lecture/B. Department: Birmingham Business School
11/9/2018,11/9/2018,LC Business Organisation & Management (14507)/Lecture,9:00,10:00,University House 108,With: Dr Margarita Nyfoudi. Activity: LC Business Organisation & Management (14507)/Lecture. Type: Lecture/B. Department: Birmingham Business School
11/16/2018,11/16/2018,LC Business Organisation & Management (14507)/Lecture,9:00,10:00,University House 108,With: Dr Margarita Nyfoudi. Activity: LC Business Organisation & Management (14507)/Lecture. Type: Lecture/B. Department: Birmingham Business School
11/23/2018,11/23/2018,LC Business Organisation & Management (14507)/Lecture,9:00,10:00,University House 108,With: Dr Margarita Nyfoudi. Activity: LC Business Organisation & Management (14507)/Lecture. Type: Lecture/B. Department: Birmingham Business School
11/30/2018,11/30/2018,LC Business Organisation & Management (14507)/Lecture,9:00,10:00,University House 108,With: Dr Margarita Nyfoudi. Activity: LC Business Organisation & Management (14507)/Lecture. Type: Lecture/B. Department: Birmingham Business School
12/7/2018,12/7/2018,LC Business Organisation & Management (14507)/Lecture,9:00,10:00,University House 108,With: Dr Margarita Nyfoudi. Activity: LC Business Organisation & Management (14507)/Lecture. Type: Lecture/B. Department: Birmingham Business School
12/14/2018,12/14/2018,LC Business Organisation & Management (14507)/Lecture,9:00,10:00,University House 108,With: Dr Margarita Nyfoudi. Activity: LC Business Organisation & Management (14507)/Lecture. Type: Lecture/B. Department: Birmingham Business School
10/5/2018,10/5/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Tutorial,10:00,11:00,Haworth 101,With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Tutorial. Type: Tutorial/B. Department: Computer Science
10/12/2018,10/12/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Tutorial,10:00,11:00,Haworth 101,With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Tutorial. Type: Tutorial/B. Department: Computer Science
10/19/2018,10/19/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Tutorial,10:00,11:00,Haworth 101,With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Tutorial. Type: Tutorial/B. Department: Computer Science
10/26/2018,10/26/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Tutorial,10:00,11:00,Haworth 101,With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Tutorial. Type: Tutorial/B. Department: Computer Science
11/2/2018,11/2/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Tutorial,10:00,11:00,Haworth 101,With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Tutorial. Type: Tutorial/B. Department: Computer Science
01/18/2019,01/18/2019,LC Data Structure & Algorithms(30175)/Laboratory Practical,11:00,13:00,Computer Science UG04 Lab,With: Mr Alan Sexton. Activity: LC Data Structure & Algorithms(30175)/Laboratory Practical. Type: Laboratory Practical/B. Department: Computer Science
01/25/2019,01/25/2019,LC Data Structure & Algorithms(30175)/Laboratory Practical,11:00,13:00,Computer Science UG04 Lab,With: Mr Alan Sexton. Activity: LC Data Structure & Algorithms(30175)/Laboratory Practical. Type: Laboratory Practical/B. Department: Computer Science
02/1/2019,02/1/2019,LC Data Structure & Algorithms(30175)/Laboratory Practical,11:00,13:00,Computer Science UG04 Lab,With: Mr Alan Sexton. Activity: LC Data Structure & Algorithms(30175)/Laboratory Practical. Type: Laboratory Practical/B. Department: Computer Science
02/8/2019,02/8/2019,LC Data Structure & Algorithms(30175)/Laboratory Practical,11:00,13:00,Computer Science UG04 Lab,With: Mr Alan Sexton. Activity: LC Data Structure & Algorithms(30175)/Laboratory Practical. Type: Laboratory Practical/B. Department: Computer Science
02/15/2019,02/15/2019,LC Data Structure & Algorithms(30175)/Laboratory Practical,11:00,13:00,Computer Science UG04 Lab,With: Mr Alan Sexton. Activity: LC Data Structure & Algorithms(30175)/Laboratory Practical. Type: Laboratory Practical/B. Department: Computer Science
02/22/2019,02/22/2019,LC Data Structure & Algorithms(30175)/Laboratory Practical,11:00,13:00,Computer Science UG04 Lab,With: Mr Alan Sexton. Activity: LC Data Structure & Algorithms(30175)/Laboratory Practical. Type: Laboratory Practical/B. Department: Computer Science
03/1/2019,03/1/2019,LC Data Structure & Algorithms(30175)/Laboratory Practical,11:00,13:00,Computer Science UG04 Lab,With: Mr Alan Sexton. Activity: LC Data Structure & Algorithms(30175)/Laboratory Practical. Type: Laboratory Practical/B. Department: Computer Science
03/8/2019,03/8/2019,LC Data Structure & Algorithms(30175)/Laboratory Practical,11:00,13:00,Computer Science UG04 Lab,With: Mr Alan Sexton. Activity: LC Data Structure & Algorithms(30175)/Laboratory Practical. Type: Laboratory Practical/B. Department: Computer Science
03/15/2019,03/15/2019,LC Data Structure & Algorithms(30175)/Laboratory Practical,11:00,13:00,Computer Science UG04 Lab,With: Mr Alan Sexton. Activity: LC Data Structure & Algorithms(30175)/Laboratory Practical. Type: Laboratory Practical/B. Department: Computer Science
03/22/2019,03/22/2019,LC Data Structure & Algorithms(30175)/Laboratory Practical,11:00,13:00,Computer Science UG04 Lab,With: Mr Alan Sexton. Activity: LC Data Structure & Algorithms(30175)/Laboratory Practical. Type: Laboratory Practical/B. Department: Computer Science
03/29/2019,03/29/2019,LC Data Structure & Algorithms(30175)/Laboratory Practical,11:00,13:00,Computer Science UG04 Lab,With: Mr Alan Sexton. Activity: LC Data Structure & Algorithms(30175)/Laboratory Practical. Type: Laboratory Practical/B. Department: Computer Science
10/5/2018,10/5/2018,LC Mathematical Foundations of Computer Science(30181)/Lecture,12:00,14:00,Gisbert Kapp LT1 (E203),Activity: LC Mathematical Foundations of Computer Science(30181)/Lecture. Type: Lecture/B. Department: Computer Science
10/12/2018,10/12/2018,LC Mathematical Foundations of Computer Science(30181)/Lecture,12:00,14:00,Gisbert Kapp LT1 (E203),Activity: LC Mathematical Foundations of Computer Science(30181)/Lecture. Type: Lecture/B. Department: Computer Science
10/19/2018,10/19/2018,LC Mathematical Foundations of Computer Science(30181)/Lecture,12:00,14:00,Gisbert Kapp LT1 (E203),Activity: LC Mathematical Foundations of Computer Science(30181)/Lecture. Type: Lecture/B. Department: Computer Science
10/26/2018,10/26/2018,LC Mathematical Foundations of Computer Science(30181)/Lecture,12:00,14:00,Gisbert Kapp LT1 (E203),Activity: LC Mathematical Foundations of Computer Science(30181)/Lecture. Type: Lecture/B. Department: Computer Science
11/2/2018,11/2/2018,LC Mathematical Foundations of Computer Science(30181)/Lecture,12:00,14:00,Gisbert Kapp LT1 (E203),Activity: LC Mathematical Foundations of Computer Science(30181)/Lecture. Type: Lecture/B. Department: Computer Science
11/9/2018,11/9/2018,LC Mathematical Foundations of Computer Science(30181)/Lecture,12:00,14:00,Gisbert Kapp LT1 (E203),Activity: LC Mathematical Foundations of Computer Science(30181)/Lecture. Type: Lecture/B. Department: Computer Science
11/16/2018,11/16/2018,LC Mathematical Foundations of Computer Science(30181)/Lecture,12:00,14:00,Gisbert Kapp LT1 (E203),Activity: LC Mathematical Foundations of Computer Science(30181)/Lecture. Type: Lecture/B. Department: Computer Science
11/23/2018,11/23/2018,LC Mathematical Foundations of Computer Science(30181)/Lecture,12:00,14:00,Gisbert Kapp LT1 (E203),Activity: LC Mathematical Foundations of Computer Science(30181)/Lecture. Type: Lecture/B. Department: Computer Science
11/30/2018,11/30/2018,LC Mathematical Foundations of Computer Science(30181)/Lecture,12:00,14:00,Gisbert Kapp LT1 (E203),Activity: LC Mathematical Foundations of Computer Science(30181)/Lecture. Type: Lecture/B. Department: Computer Science
12/7/2018,12/7/2018,LC Mathematical Foundations of Computer Science(30181)/Lecture,12:00,14:00,Gisbert Kapp LT1 (E203),Activity: LC Mathematical Foundations of Computer Science(30181)/Lecture. Type: Lecture/B. Department: Computer Science
12/14/2018,12/14/2018,LC Mathematical Foundations of Computer Science(30181)/Lecture,12:00,14:00,Gisbert Kapp LT1 (E203),Activity: LC Mathematical Foundations of Computer Science(30181)/Lecture. Type: Lecture/B. Department: Computer Science
10/5/2018,10/5/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture,16:00,17:00,Aston Webb Main LT (C-block),With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture. Type: Lecture/B. Department: Computer Science
10/12/2018,10/12/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture,16:00,17:00,Aston Webb Main LT (C-block),With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture. Type: Lecture/B. Department: Computer Science
10/19/2018,10/19/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture,16:00,17:00,Aston Webb Main LT (C-block),With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture. Type: Lecture/B. Department: Computer Science
10/26/2018,10/26/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture,16:00,17:00,Aston Webb Main LT (C-block),With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture. Type: Lecture/B. Department: Computer Science
11/2/2018,11/2/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture,16:00,17:00,Aston Webb Main LT (C-block),With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture. Type: Lecture/B. Department: Computer Science
11/9/2018,11/9/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture,16:00,17:00,Aston Webb Main LT (C-block),With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture. Type: Lecture/B. Department: Computer Science
11/16/2018,11/16/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture,16:00,17:00,Aston Webb Main LT (C-block),With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture. Type: Lecture/B. Department: Computer Science
11/23/2018,11/23/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture,16:00,17:00,Aston Webb Main LT (C-block),With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture. Type: Lecture/B. Department: Computer Science
11/30/2018,11/30/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture,16:00,17:00,Aston Webb Main LT (C-block),With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture. Type: Lecture/B. Department: Computer Science
12/7/2018,12/7/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture,16:00,17:00,Aston Webb Main LT (C-block),With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture. Type: Lecture/B. Department: Computer Science
12/14/2018,12/14/2018,LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture,16:00,17:00,Aston Webb Main LT (C-block),With: Dr Ian Kenny. Activity: LC Fundamentals of Programming in Java/LC Programming in Java(30179/30183)/Lecture. Type: Lecture/B. Department: Computer Science</tr></tbody></table>
